"customerid","country","monetary_value","last_purchase_date","frequency","customer_segment","avg_transaction_value"
"13483","United Kingdom","140.34","2011-10-05 11:53:00","1","Low value","140.34"
"14494","United Kingdom","139.56","2011-11-14 09:21:00","1","Low value","139.56"
"16483","United Kingdom","139.35","2011-05-31 13:08:00","1","Low value","139.35"
"17718","United Kingdom","139.35","2011-04-21 13:39:00","1","Low value","139.35"
"14772","United Kingdom","139.26","2011-08-19 15:04:00","1","Low value","139.26"
"18209","United Kingdom","139.10","2011-11-11 12:07:00","1","Low value","139.10"
"15135","United Kingdom","139.05","2011-04-14 19:16:00","1","Low value","139.05"
"13273","United Kingdom","138.98","2011-08-18 14:02:00","1","Low value","138.98"
"12902","United Kingdom","138.68","2011-03-20 12:06:00","1","Low value","138.68"
"14581","United Kingdom","138.60","2011-11-23 12:39:00","1","Low value","138.60"
"17122","United Kingdom","138.32","2011-08-12 14:33:00","1","Low value","138.32"
"13716","United Kingdom","138.28","2011-03-15 13:49:00","1","Low value","138.28"
"15663","United Kingdom","138.14","2011-08-25 15:50:00","1","Low value","138.14"
"12512","Israel","138.03","2011-10-04 14:55:00","2","Low value","69.02"
"16050","United Kingdom","137.90","2011-06-19 11:44:00","1","Low value","137.90"
"13279","United Kingdom","137.75","2011-09-22 17:24:00","1","Low value","137.75"
"17709","United Kingdom","137.45","2011-06-23 11:55:00","1","Low value","137.45"
"15836","United Kingdom","137.37","2011-10-20 17:13:00","1","Low value","137.37"
"14483","United Kingdom","137.10","2011-03-03 10:26:00","1","Low value","137.10"
"17468","United Kingdom","137.00","2011-11-29 15:33:00","2","Low value","68.50"
"15691","United Kingdom","136.80","2011-04-01 15:13:00","1","Low value","136.80"
"14247","United Kingdom","136.77","2011-03-06 15:21:00","1","Low value","136.77"
"17972","United Kingdom","136.04","2011-04-12 12:16:00","1","Low value","136.04"
"16462","United Kingdom","136.00","2011-09-27 10:24:00","3","Low value","45.33"
"12968","United Kingdom","135.95","2011-08-19 15:44:00","1","Low value","135.95"
"15042","United Kingdom","135.93","2011-05-24 16:25:00","1","Low value","135.93"
"14889","United Kingdom","135.90","2011-01-07 15:19:00","1","Low value","135.90"
"15419","United Kingdom","135.86","2011-11-15 09:23:00","1","Low value","135.86"
"15174","United Kingdom","135.75","2011-01-21 09:06:00","1","Low value","135.75"
"16114","United Kingdom","135.75","2011-06-22 10:13:00","1","Low value","135.75"
"16665","United Kingdom","135.40","2010-12-12 14:03:00","1","Low value","135.40"
"15276","United Kingdom","135.31","2011-10-04 16:39:00","1","Low value","135.31"
"12851","United Kingdom","135.18","2011-09-04 12:41:00","1","Low value","135.18"
"13364","United Kingdom","134.96","2011-09-29 18:13:00","1","Low value","134.96"
"16055","United Kingdom","134.80","2011-05-03 09:26:00","1","Low value","134.80"
"14340","United Kingdom","134.70","2011-05-05 09:44:00","1","Low value","134.70"
"15562","United Kingdom","134.55","2010-12-23 09:55:00","1","Low value","134.55"
"14174","United Kingdom","134.46","2011-11-06 13:17:00","1","Low value","134.46"
"12837","United Kingdom","134.10","2011-06-19 16:07:00","1","Low value","134.10"
"14280","United Kingdom","134.04","2011-05-27 10:37:00","1","Low value","134.04"
"16424","United Kingdom","133.56","2011-06-01 13:40:00","1","Low value","133.56"
"14349","United Kingdom","133.50","2011-11-29 15:39:00","1","Low value","133.50"
"12445","Spain","133.40","2011-11-17 18:43:00","1","Low value","133.40"
"17881","United Kingdom","133.35","2011-02-08 17:16:00","1","Low value","133.35"
"15709","United Kingdom","133.25","2011-03-01 10:38:00","1","Low value","133.25"
"17647","United Kingdom","133.06","2011-10-05 15:38:00","1","Low value","133.06"
"17785","United Kingdom","131.94","2011-10-17 13:43:00","1","Low value","131.94"
"14438","United Kingdom","131.90","2011-02-06 14:56:00","1","Low value","131.90"
"17297","United Kingdom","131.78","2011-11-22 14:43:00","1","Low value","131.78"
"17455","United Kingdom","131.70","2011-05-20 12:31:00","1","Low value","131.70"
"14795","United Kingdom","131.45","2011-06-26 13:04:00","1","Low value","131.45"
"15844","United Kingdom","130.74","2011-10-24 15:19:00","1","Low value","130.74"
"16679","United Kingdom","129.75","2010-12-08 13:51:00","1","Low value","129.75"
"16611","United Kingdom","129.49","2011-06-06 15:46:00","1","Low value","129.49"
"16623","United Kingdom","129.45","2011-04-08 10:09:00","1","Low value","129.45"
"16828","United Kingdom","128.50","2011-09-07 15:10:00","2","Low value","64.25"
"17359","United Kingdom","127.86","2011-11-28 14:37:00","1","Low value","127.86"
"15543","United Kingdom","127.86","2011-02-24 15:26:00","1","Low value","127.86"
"13781","United Kingdom","127.84","2011-04-03 12:08:00","1","Low value","127.84"
"15578","United Kingdom","127.10","2011-06-30 13:03:00","1","Low value","127.10"
"15923","United Kingdom","127.08","2010-12-02 12:16:00","1","Low value","127.08"
"14962","United Kingdom","126.70","2011-03-14 09:42:00","1","Low value","126.70"
"16414","United Kingdom","126.25","2011-11-18 09:42:00","2","Low value","63.13"
"15463","United Kingdom","126.14","2011-11-10 12:57:00","1","Low value","126.14"
"16988","United Kingdom","126.12","2011-12-04 16:02:00","1","Low value","126.12"
"12814","Poland","125.92","2011-08-30 12:11:00","1","Low value","125.92"
"13522","United Kingdom","125.80","2011-11-09 15:11:00","1","Low value","125.80"
"14861","United Kingdom","125.79","2011-10-18 12:54:00","1","Low value","125.79"
"14890","United Kingdom","125.65","2011-03-31 11:57:00","1","Low value","125.65"
"15017","United Kingdom","125.58","2011-11-06 10:33:00","1","Low value","125.58"
"12531","Germany","125.22","2011-11-25 11:12:00","1","Low value","125.22"
"17148","United Kingdom","124.88","2011-10-19 09:59:00","1","Low value","124.88"
"16849","United Kingdom","124.57","2011-06-06 09:16:00","1","Low value","124.57"
"16569","United Kingdom","124.20","2011-12-06 15:32:00","1","Low value","124.20"
"14495","United Kingdom","123.80","2011-10-20 12:28:00","2","Low value","61.90"
"16658","United Kingdom","123.24","2010-12-06 13:47:00","1","Low value","123.24"
"15917","United Kingdom","123.10","2011-04-06 10:40:00","1","Low value","123.10"
"17967","United Kingdom","123.07","2010-12-03 11:19:00","1","Low value","123.07"
"13519","United Kingdom","122.75","2011-09-22 18:24:00","1","Low value","122.75"
"14413","United Kingdom","122.70","2010-12-12 13:37:00","1","Low value","122.70"
"13876","United Kingdom","122.70","2011-10-07 10:22:00","1","Low value","122.70"
"13638","United Kingdom","122.64","2011-11-24 10:38:00","1","Low value","122.64"
"14165","United Kingdom","122.54","2011-03-09 12:39:00","1","Low value","122.54"
"14076","United Kingdom","122.47","2011-08-02 15:19:00","1","Low value","122.47"
"16073","United Kingdom","122.40","2011-02-15 15:41:00","1","Low value","122.40"
"18018","United Kingdom","122.14","2011-08-23 17:37:00","2","Low value","61.07"
"13244","United Kingdom","121.74","2011-09-08 11:46:00","1","Low value","121.74"
"13182","United Kingdom","121.18","2011-10-25 13:46:00","1","Low value","121.18"
"15049","United Kingdom","121.17","2011-03-11 12:13:00","1","Low value","121.17"
"15512","United Kingdom","121.00","2011-07-07 10:20:00","2","Low value","60.50"
"13002","United Kingdom","120.95","2011-01-25 15:18:00","1","Low value","120.95"
"17446","United Kingdom","120.90","2011-06-16 10:42:00","2","Low value","60.45"
"18015","United Kingdom","120.03","2011-12-05 14:49:00","1","Low value","120.03"
"14314","United Kingdom","120.00","2011-08-25 10:39:00","1","Low value","120.00"
"14259","United Kingdom","120.00","2011-07-21 10:44:00","1","Low value","120.00"
"14453","United Kingdom","119.93","2011-06-02 14:15:00","1","Low value","119.93"
"16542","United Kingdom","119.62","2011-10-17 10:47:00","1","Low value","119.62"
"15266","United Kingdom","119.30","2011-01-05 13:40:00","1","Low value","119.30"
"16666","United Kingdom","118.98","2011-11-20 14:01:00","1","Low value","118.98"
"15843","United Kingdom","118.95","2011-02-09 10:19:00","1","Low value","118.95"
"17079","United Kingdom","118.80","2011-09-22 15:34:00","1","Low value","118.80"
"14155","United Kingdom","118.75","2011-03-18 14:13:00","1","Low value","118.75"
"13581","United Kingdom","118.00","2011-02-03 14:41:00","1","Low value","118.00"
"13193","United Kingdom","117.88","2011-10-09 14:30:00","1","Low value","117.88"
"12929","United Kingdom","117.85","2011-02-01 12:08:00","1","Low value","117.85"
"17654","United Kingdom","117.55","2011-03-07 13:17:00","1","Low value","117.55"
"16959","United Kingdom","117.35","2011-09-13 15:03:00","1","Low value","117.35"
"13877","United Kingdom","117.24","2011-09-14 15:49:00","1","Low value","117.24"
"17117","United Kingdom","116.20","2011-02-24 13:54:00","1","Low value","116.20"
"13170","United Kingdom","116.01","2011-11-13 12:19:00","1","Low value","116.01"
"17601","United Kingdom","116.01","2011-04-14 18:02:00","1","Low value","116.01"
"14143","United Kingdom","115.80","2011-07-29 09:48:00","1","Low value","115.80"
"15350","United Kingdom","115.65","2010-12-01 13:33:00","1","Low value","115.65"
"13067","United Kingdom","115.46","2011-09-18 13:38:00","1","Low value","115.46"
"18027","United Kingdom","115.31","2011-09-02 10:38:00","1","Low value","115.31"
"14972","United Kingdom","114.77","2011-08-03 14:54:00","1","Low value","114.77"
"13188","United Kingdom","114.60","2011-11-28 15:28:00","1","Low value","114.60"
"14632","United Kingdom","114.56","2011-03-22 08:49:00","1","Low value","114.56"
"16247","United Kingdom","114.56","2011-06-22 14:23:00","1","Low value","114.56"
"14974","United Kingdom","114.39","2011-11-02 13:01:00","1","Low value","114.39"
"17852","United Kingdom","114.34","2011-11-28 12:36:00","2","Low value","57.17"
"17219","United Kingdom","114.23","2011-11-08 11:25:00","1","Low value","114.23"
"14652","United Kingdom","114.18","2011-09-23 14:21:00","1","Low value","114.18"
"12938","United Kingdom","114.14","2011-11-14 11:21:00","1","Low value","114.14"
"14582","United Kingdom","114.11","2011-10-30 11:56:00","1","Low value","114.11"
"12651","France","114.00","2011-01-09 12:46:00","1","Low value","114.00"
"14457","United Kingdom","113.64","2011-02-02 09:39:00","1","Low value","113.64"
"15445","United Kingdom","113.50","2011-03-20 15:06:00","1","Low value","113.50"
"17217","United Kingdom","113.50","2011-04-19 17:19:00","1","Low value","113.50"
"18105","United Kingdom","113.48","2011-11-02 12:04:00","1","Low value","113.48"
"16913","United Kingdom","113.44","2011-02-22 12:56:00","1","Low value","113.44"
"15280","United Kingdom","113.12","2011-06-20 17:14:00","1","Low value","113.12"
"14689","United Kingdom","112.80","2011-05-15 11:22:00","1","Low value","112.80"
"13161","United Kingdom","112.75","2011-01-30 14:03:00","1","Low value","112.75"
"16697","United Kingdom","112.75","2011-04-12 17:12:00","1","Low value","112.75"
"13807","United Kingdom","112.60","2010-12-07 15:48:00","1","Low value","112.60"
"18129","United Kingdom","112.55","2011-04-10 14:16:00","1","Low value","112.55"
"15610","United Kingdom","112.46","2011-10-19 10:36:00","1","Low value","112.46"
"17038","United Kingdom","112.40","2011-11-09 13:50:00","1","Low value","112.40"
"14271","United Kingdom","112.32","2011-04-28 12:47:00","1","Low value","112.32"
"17893","United Kingdom","112.25","2011-04-28 13:50:00","1","Low value","112.25"
"17900","United Kingdom","112.20","2011-06-02 14:38:00","2","Low value","56.10"
"12756","Japan","112.08","2011-09-14 09:31:00","1","Low value","112.08"
"17274","United Kingdom","111.98","2011-11-04 13:16:00","1","Low value","111.98"
"17957","United Kingdom","111.68","2011-10-04 14:58:00","1","Low value","111.68"
"17887","United Kingdom","111.35","2011-08-02 17:29:00","1","Low value","111.35"
"18120","United Kingdom","111.15","2011-05-09 13:45:00","1","Low value","111.15"
"13508","United Kingdom","110.97","2011-04-10 11:58:00","1","Low value","110.97"
"13144","United Kingdom","110.95","2011-01-11 11:15:00","1","Low value","110.95"
"15537","United Kingdom","110.92","2011-06-29 13:10:00","1","Low value","110.92"
"15853","United Kingdom","110.80","2011-10-19 10:38:00","1","Low value","110.80"
"17349","United Kingdom","110.75","2011-06-13 14:29:00","1","Low value","110.75"
"16963","United Kingdom","110.55","2011-06-05 13:48:00","1","Low value","110.55"
"14641","United Kingdom","110.46","2011-11-18 10:42:00","1","Low value","110.46"
"12734","France","110.40","2010-12-22 12:47:00","1","Low value","110.40"
"16792","United Kingdom","110.38","2011-03-02 14:41:00","2","Low value","55.19"
"18277","United Kingdom","110.38","2011-10-12 15:22:00","1","Low value","110.38"
"17901","United Kingdom","110.38","2011-11-10 17:29:00","1","Low value","110.38"
"17746","United Kingdom","110.25","2011-04-13 14:31:00","1","Low value","110.25"
"17836","United Kingdom","110.21","2011-10-23 16:13:00","1","Low value","110.21"
"16339","United Kingdom","109.95","2011-02-28 13:41:00","1","Low value","109.95"
"13133","United Kingdom","109.80","2011-03-11 10:31:00","2","Low value","54.90"
"16363","United Kingdom","109.36","2011-10-17 14:14:00","1","Low value","109.36"
"14699","United Kingdom","109.13","2011-05-09 14:54:00","1","Low value","109.13"
"14345","United Kingdom","108.98","2011-11-01 09:51:00","1","Low value","108.98"
"17639","United Kingdom","108.50","2011-03-08 15:22:00","1","Low value","108.50"
"16106","United Kingdom","108.38","2011-10-05 10:37:00","1","Low value","108.38"
"13226","United Kingdom","108.21","2011-03-11 14:35:00","1","Low value","108.21"
"12956","United Kingdom","108.07","2011-02-06 16:08:00","1","Low value","108.07"
"14661","United Kingdom","107.95","2011-11-13 11:51:00","1","Low value","107.95"
"16784","United Kingdom","107.60","2011-11-20 12:20:00","1","Low value","107.60"
"15395","United Kingdom","107.45","2011-01-18 12:40:00","1","Low value","107.45"
"16757","United Kingdom","106.83","2011-01-25 11:59:00","1","Low value","106.83"
"15168","United Kingdom","106.56","2011-11-14 11:26:00","1","Low value","106.56"
"15070","United Kingdom","106.20","2010-12-02 11:23:00","1","Low value","106.20"
"17791","United Kingdom","106.10","2011-11-10 12:09:00","1","Low value","106.10"
"16581","United Kingdom","105.84","2011-06-10 10:05:00","1","Low value","105.84"
"15775","United Kingdom","104.90","2011-04-08 12:56:00","1","Low value","104.90"
"14027","United Kingdom","104.82","2011-10-10 09:01:00","1","Low value","104.82"
"15607","United Kingdom","104.76","2011-01-07 12:44:00","1","Low value","104.76"
"15958","United Kingdom","104.35","2011-09-26 13:41:00","1","Low value","104.35"
"18174","United Kingdom","104.00","2011-12-02 16:56:00","1","Low value","104.00"
"17548","United Kingdom","103.30","2011-04-20 12:01:00","1","Low value","103.30"
"18255","United Kingdom","103.30","2011-09-11 13:16:00","1","Low value","103.30"
"14542","United Kingdom","103.25","2011-06-07 08:19:00","1","Low value","103.25"
"17962","United Kingdom","102.83","2011-07-20 14:16:00","1","Low value","102.83"
"18011","United Kingdom","102.79","2010-12-01 17:35:00","1","Low value","102.79"
"14836","United Kingdom","102.45","2011-11-29 16:45:00","3","Low value","34.15"
"14981","United Kingdom","102.12","2011-04-07 13:45:00","1","Low value","102.12"
"13948","United Kingdom","102.00","2010-12-14 10:18:00","1","Low value","102.00"
"15212","United Kingdom","101.80","2011-04-12 13:45:00","1","Low value","101.80"
"16516","United Kingdom","101.70","2011-11-09 14:59:00","1","Low value","101.70"
"18068","United Kingdom","101.70","2011-02-23 14:50:00","1","Low value","101.70"
"17643","United Kingdom","101.55","2010-12-01 14:38:00","1","Low value","101.55"
"16006","United Kingdom","101.40","2011-05-12 13:12:00","1","Low value","101.40"
"18086","United Kingdom","101.34","2011-03-10 13:34:00","1","Low value","101.34"
"13101","United Kingdom","101.19","2011-04-19 14:37:00","1","Low value","101.19"
"16344","United Kingdom","101.10","2011-07-04 15:50:00","1","Low value","101.10"
"16498","United Kingdom","100.97","2011-07-01 15:07:00","2","Low value","50.49"
"14946","United Kingdom","100.90","2011-11-25 13:33:00","1","Low value","100.90"
"17427","United Kingdom","100.80","2011-09-29 11:29:00","1","Low value","100.80"
